Model Outputs
200
,,Id_5:LPelvisAngles_M,,,Id_5:LHipAngles_M,,,Id_5:LKneeAngles_M,,,Id_5:LAnkleAngles_M,,,Id_5:RPelvisAngles_M,,,Id_5:RHipAngles_M,,,Id_5:RKneeAngles_M,,,Id_5:RAnkleAngles_M,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1006,0,6.3364,-1.78733,8.62611,1.95167,-3.88949,-24.4433,87.1753,-11.2897,-9.40537,-13.0694,-2.94715,12.8245,6.3364,1.78733,-8.62611,30.4768,6.60086,-4.3446,28.2754,-1.22799,-8.53321,7.35411,-5.32122,18.4279
1007,0,6.69614,-1.91237,8.6443,3.92051,-4.4955,-24.1998,89.77,-11.0612,-10.4348,-12.4331,-3.05716,13.333,6.69614,1.91237,-8.6443,30.9697,6.69719,-4.70888,30.295,-1.35985,-6.16431,7.96202,-4.61607,16.0681
1008,0,7.08868,-2.08696,8.67834,5.99733,-5.16795,-23.9351,92.2462,-10.836,-11.4627,-11.7705,-3.19347,13.9601,7.08868,2.08696,-8.67834,31.4469,6.8704,-5.15843,32.2519,-1.58378,-3.91194,8.7159,-3.97529,13.8719
1009,0,7.50294,-2.30578,8.72666,8.16967,-5.89737,-23.6396,94.5958,-10.6155,-12.4661,-11.076,-3.3503,14.6773,7.50294,2.30578,-8.72666,31.8739,7.11486,-5.68467,34.0992,-1.90016,-1.86863,9.58456,-3.41785,11.9252
1010,0,7.92747,-2.56114,8.7872,10.4223,-6.67019,-23.3081,96.8095,-10.4038,-13.4222,-10.3447,-3.52112,15.4531,7.92747,2.56114,-8.7872,32.2158,7.41903,-6.28505,35.7925,-2.30598,-0.0953709,10.5384,-2.95635,10.2912
1011,0,8.35076,-2.84153,8.85626,12.7383,-7.46718,-22.9351,98.8761,-10.2023,-14.3148,-9.5701,-3.69957,16.2571,8.35076,2.84153,-8.85626,32.4421,7.76456,-6.93948,37.2975,-2.78402,1.35641,11.5528,-2.59882,9.01285
1012,0,8.76234,-3.13367,8.92849,15.0993,-8.2658,-22.5191,100.782,-10.0138,-15.1327,-8.75008,-3.87949,17.0611,8.76234,3.13367,-8.92849,32.5245,8.12881,-7.63243,38.5838,-3.31552,2.48732,12.6023,-2.34232,8.08989
1013,0,9.15183,-3.42333,8.99759,17.486,-9.04099,-22.062,102.516,-9.84087,-15.8683,-7.88103,-4.05465,17.837,9.15183,3.42333,-8.99759,32.4416,8.48663,-8.33557,39.6339,-3.872,3.3099,13.6676,-2.17986,7.503
1014,0,9.51143,-3.69657,9.05592,19.8807,-9.76847,-21.5724,104.065,-9.68936,-16.5143,-6.96109,-4.21798,18.5544,9.51143,3.69657,-9.05592,32.1829,8.81305,-9.03183,40.4433,-4.43163,3.85512,14.7329,-2.10247,7.22285
1015,0,9.83287,-3.93989,9.0944,22.2637,-10.4233,-21.0553,105.417,-9.5589,-17.0683,-5.9903,-4.36352,19.1885,9.83287,3.93989,-9.0944,31.7414,9.08345,-9.69961,41.0142,-4.96933,4.17042,15.7858,-2.09576,7.19853
1016,0,10.1106,-4.14328,9.10447,24.6172,-10.9852,-20.5244,106.563,-9.45474,-17.5291,-4.97133,-4.48512,19.7144,10.1106,4.14328,-9.10447,31.1185,9.27886,-10.3145,41.3575,-5.45865,4.30683,16.8165,-2.14271,7.36857
1017,0,10.3408,-4.29866,9.07785,26.9252,-11.4373,-19.992,107.494,-9.37891,-17.901,-3.9112,-4.57824,20.1148,10.3408,4.29866,-9.07785,30.3215,9.38498,-10.8631,41.4896,-5.88199,4.31582,17.8125,-2.22691,7.67314
1018,0,10.5213,-4.4014,9.00672,29.1735,-11.7674,-19.4758,108.203,-9.33806,-18.1866,-2.81804,-4.63798,20.3706,10.5213,4.4014,-9.00672,29.3629,9.39373,-11.341,41.431,-6.22864,4.24466,18.7659,-2.3331,8.05662
1019,0,10.6529,-4.44939,8.88553,31.3502,-11.9684,-18.9883,108.689,-9.33391,-18.3932,-1.70303,-4.66227,20.4743,10.6529,4.44939,-8.88553,28.2574,9.30353,-11.7299,41.2022,-6.4808,4.13453,19.663,-2.44341,8.45419
1020,0,10.7388,-4.44296,8.71061,33.4475,-12.0381,-18.5469,108.951,-9.37332,-18.5317,-0.579915,-4.65058,20.4244,10.7388,4.44296,-8.71061,27.0231,9.11805,-12.0255,40.824,-6.63179,4.01083,20.492,-2.54604,8.82333
1021,0,10.7833,-4.38458,8.47992,35.4541,-11.9777,-18.1536,108.985,-9.45013,-18.6061,0.536435,-4.60374,20.2241,10.7833,4.38458,-8.47992,25.6791,8.8449,-12.2312,40.3174,-6.68165,3.88822,21.2398,-2.63301,9.13553
1022,0,10.7921,-4.27701,8.19217,37.3692,-11.7915,-17.8228,108.798,-9.57289,-18.6312,1.63254,-4.52516,19.8869,10.7921,4.27701,-8.19217,24.2428,8.49312,-12.3492,39.6986,-6.63088,3.77046,21.8926,-2.6991,9.3724
1023,0,10.7708,-4.12419,7.84763,39.1852,-11.4858,-17.569,108.393,-9.75034,-18.6183,2.69479,-4.41927,19.43,10.7708,4.12419,-7.84763,22.7304,8.07379,-12.3872,38.982,-6.48529,3.64732,22.4379,-2.74439,9.53452
1024,0,10.7262,-3.92988,7.44702,40.8981,-11.0677,-17.3901,107.771,-9.97866,-18.5753,3.71082,-4.29223,18.8785,10.7262,3.92988,-7.44702,21.1566,7.59824,-12.3557,38.1781,-6.25361,3.49692,22.8637,-2.77333,9.63804
1025,0,10.6636,-3.69884,6.99137,42.5012,-10.5452,-17.2952,106.936,-10.2661,-18.5114,4.67037,-4.15047,18.2586,10.6636,3.69884,-6.99137,19.5319,7.07856,-12.2701,37.2923,-5.94775,3.28933,23.1582,-2.79431,9.71305
1026,0,10.5879,-3.43487,6.48161,43.9894,-9.92517,-17.2742,105.89,-10.6043,-18.4308,5.56783,-4.00108,17.6004,10.5879,3.43487,-6.48161,17.8646,6.52581,-12.147,36.3282,-5.58127,2.99141,23.3106,-2.8177,9.79661
1027,0,10.5031,-3.14223,5.91904,45.3536,-9.2154,-17.332,104.63,-10.9995,-18.3328,6.39561,-3.84997,16.9297,10.5031,3.14223,-5.91904,16.1601,5.9514,-12.0049,35.2861,-5.16864,2.56551,23.3103,-2.85617,9.93399
1028,0,10.4112,-2.82495,5.30491,46.5891,-8.42264,-17.4618,103.162,-11.4488,-18.2244,7.15075,-3.70491,16.2811,10.4112,2.82495,-5.30491,14.4204,5.36584,-11.8643,34.1638,-4.72487,1.98025,23.1458,-2.92212,10.1692
1029,0,10.3145,-2.4869,4.64074,47.6843,-7.55348,-17.6452,101.477,-11.9369,-18.0852,7.82965,-3.56873,15.6682,10.3145,2.4869,-4.64074,12.6469,4.77927,-11.7453,32.9595,-4.26424,1.20776,22.8067,-3.02769,10.545
1030,0,10.2136,-2.13221,3.92898,48.6353,-6.61533,-17.875,99.5783,-12.4606,-17.9162,8.43172,-3.44733,15.1187,10.2136,2.13221,-3.92898,10.8397,4.20178,-11.6664,31.6723,-3.80009,0.226662,22.2814,-3.18407,11.0998
1031,0,10.1091,-1.76512,3.17216,49.4363,-5.61556,-18.1407,97.4649,-13.0127,-17.7083,8.958,-3.3443,14.65,10.1091,1.76512,-3.17216,9.0001,3.6433,-11.6456,30.3036,-3.34482,-0.969618,21.5587,-3.39915,11.8594
1032,0,10.0001,-1.38937,2.37405,50.0806,-4.56085,-18.4171,95.1329,-13.57,-17.4376,9.40843,-3.25947,14.2625,10.0001,1.38937,-2.37405,7.12951,3.11283,-11.6986,28.857,-2.90951,-2.38338,20.626,-3.68049,12.8463
1033,0,9.88741,-1.00956,1.53907,50.5699,-3.46021,-18.6938,92.5883,-14.1246,-17.1055,9.79053,-3.19686,13.9757,9.88741,1.00956,-1.53907,5.23241,2.61987,-11.8383,27.3402,-2.50356,-3.99669,19.4703,-4.03043,14.0627
1034,0,9.76991,-0.629781,0.673216,50.9018,-2.32236,-18.9498,89.8321,-14.6551,-16.695,10.1063,-3.1554,13.7853,9.76991,0.629781,-0.673216,3.31418,2.17242,-12.077,25.7651,-2.13574,-5.78204,18.0775,-4.44952,15.5018
1035,0,9.64746,-0.253841,-0.216978,51.0793,-1.1571,-19.1607,86.8713,-15.1363,-16.2114,10.364,-3.13765,13.7038,9.64746,0.253841,0.216978,1.38356,1.77716,-12.4231,24.1469,-1.81235,-7.70246,16.4312,-4.93526,17.144
1036,0,9.52005,0.114246,-1.12433,51.1069,0.0250115,-19.3077,83.7175,-15.5472,-15.6485,10.5703,-3.14173,13.7225,9.52005,-0.114246,1.12433,-0.548334,1.43921,-12.8836,22.5053,-1.53768,-9.71218,14.514,-5.48212,18.9573
1037,0,9.38752,0.471446,-2.04064,50.9888,1.21221,-19.3721,80.3813,-15.8647,-15.0187,10.7367,-3.16873,13.8466,9.38752,-0.471446,2.04064,-2.46735,1.16098,-13.4613,20.8645,-1.31385,-11.7576,12.309,-6.08019,20.8943
1038,0,9.2507,0.814516,-2.95721,50.734,2.39187,-19.342,76.8846,-16.0731,-14.3198,10.8684,-3.21461,14.0571,9.2507,-0.814516,2.95721,-4.35665,0.942817,-14.1564,19.2511,-1.14061,-13.7872,9.79897,-6.71723,22.9017
1039,0,9.11051,1.14062,-3.86533,50.3528,3.55147,-19.2008,73.2496,-16.1528,-13.6027,10.9747,-3.2853,14.3807,9.11051,-1.14062,3.86533,-6.19706,0.782504,-14.964,17.6948,-1.01567,-15.7486,6.97222,-7.376,24.9143
1040,0,8.96817,1.44796,-4.75664,49.8557,4.67855,-18.9434,69.5042,-16.0949,-12.8691,11.0677,-3.37525,14.791,8.96817,-1.44796,4.75664,-7.96796,0.674646,-15.8759,16.2273,-0.935566,-17.5941,3.8256,-8.03519,26.8617
1041,0,8.82518,1.735,-5.62268,49.2544,5.76105,-18.5673,65.6772,-15.8952,-12.1444,11.1543,-3.48319,15.2813,8.82518,-1.735,5.62268,-9.64792,0.611754,-16.8808,14.8814,-0.897296,-19.2819,0.373838,-8.67038,28.6741
1042,0,8.68421,1.99997,-6.45636,48.5635,6.78847,-18.0658,61.7996,-15.5496,-11.4785,11.2399,-3.61214,15.864,8.68421,-1.99997,6.45636,-11.215,0.585448,-17.9617,13.6897,-0.897959,-20.7756,-3.34764,-9.25321,30.2813
1043,0,8.54626,2.24242,-7.25087,47.798,7.75137,-17.4555,57.9082,-15.0758,-10.8846,11.3326,-3.75829,16.5203,8.54626,-2.24242,7.25087,-12.6496,0.585498,-19.0973,12.6843,-0.936835,-22.0475,-7.27446,-9.75634,31.6257
1044,0,8.41386,2.4614,-8.00127,46.9713,8.6429,-16.7326,54.0319,-14.4779,-10.397,11.4344,-3.92094,17.2453,8.41386,-2.4614,8.00127,-13.9325,0.602329,-20.2644,11.8959,-1.01607,-23.0757,-11.3125,-10.1564,32.6665
1045,0,8.2874,2.65693,-8.70341,46.0977,9.45821,-15.9163,50.2067,-13.7819,-10.0147,11.5485,-4.09398,18.0103,8.2874,-2.65693,8.70341,-15.0486,0.626357,-21.4358,11.3527,-1.14062,-23.8447,-15.3422,-10.4381,33.3842
1046,0,8.16743,2.82867,-9.35414,45.1911,10.1954,-15.0164,46.4574,-13.009,-9.78201,11.6683,-4.2816,18.8322,8.16743,-2.82867,9.35414,-15.9861,0.649618,-22.5816,11.0777,-1.31741,-24.3486,-19.2322,-10.5979,33.7861
1047,0,8.05528,2.97683,-9.95153,44.2648,10.8541,-14.0536,42.8123,-12.1884,-9.69691,11.7914,-4.47965,19.6908,8.05528,-2.97683,9.95153,-16.7348,0.664895,-23.6715,11.0907,-1.55469,-24.5865,-22.8531,-10.6432,33.8991
1048,0,7.94666,3.10246,-10.4944,43.3256,11.4372,-13.0451,39.2954,-11.3484,-9.75556,11.9097,-4.68451,20.5692,7.94666,-3.10246,10.4944,-17.2948,0.666998,-24.6754,11.4044,-1.85991,-24.5641,-26.0959,-10.5895,33.7649
1049,0,7.84119,3.20638,-10.9821,42.3855,11.9488,-12.0111,35.9322,-10.518,-9.9696,12.0195,-4.89789,21.4733,7.84119,-3.20638,10.9821,-17.6649,0.651803,-25.567,12.0268,-2.23862,-24.2933,-28.8787,-10.4574,33.433
1050,0,7.73503,3.28971,-11.4144,41.4464,12.3941,-10.9563,32.7407,-9.71445,-10.3098,12.1057,-5.11048,22.3626,7.73503,-3.28971,11.4144,-17.8519,0.617251,-26.323,12.9597,-2.69187,-23.7886,-31.1485,-10.2665,32.9483
1051,0,7.62691,3.35337,-11.7908,40.5187,12.7764,-9.91908,29.7445,-8.97107,-10.7679,12.1672,-5.32621,23.2535,7.62691,-3.35337,11.7908,-17.8637,0.561873,-26.9252,14.1996,-3.21543,-23.0702,-32.8861,-10.0331,32.3482
1052,0,7.51218,3.39926,-12.111,39.6015,13.1,-8.89934,26.9579,-8.29402,-11.3288,12.1905,-5.54122,24.1293,7.51218,-3.39926,12.111,-17.7135,0.484711,-27.3628,15.7397,-3.79948,-22.1591,-34.0927,-9.7684,31.6575
1053,0,7.39088,3.42615,-12.3755,38.7032,13.3662,-7.91801,24.4052,-7.69877,-11.9595,12.175,-5.75245,24.978,7.39088,-3.42615,12.3755,-17.4133,0.387732,-27.6294,17.5671,-4.42765,-21.0774,-34.7907,-9.47707,30.8844
1054,0,7.25747,3.43979,-12.5843,37.8241,13.5795,-6.99225,22.1039,-7.19053,-12.6359,12.116,-5.95878,25.7955,7.25747,-3.43979,12.5843,-16.9834,0.26763,-27.7284,19.6664,-5.07952,-19.8444,-35.0175,-9.15861,30.0241
1055,0,7.11077,3.43686,-12.7385,36.9655,13.7381,-6.12659,20.0674,-6.7678,-13.3171,12.0085,-6.15335,26.5559,7.11077,-3.43686,12.7385,-16.4384,0.128934,-27.6682,22.0176,-5.73236,-18.4831,-34.829,-8.81004,29.0641
1056,0,6.94856,3.41821,-12.8379,36.1301,13.8412,-5.33234,18.3071,-6.42662,-13.9775,11.8479,-6.33422,27.2537,6.94856,-3.41821,12.8379,-15.796,-0.027439,-27.4594,24.5974,-6.36212,-17.0162,-34.2883,-8.42665,27.9862
1057,0,6.76957,3.38684,-12.884,35.3218,13.8914,-4.62444,16.8374,-6.16393,-14.6,11.6378,-6.50223,27.8939,6.76957,-3.38684,12.884,-15.0728,-0.202198,-27.1185,27.3779,-6.94625,-15.4698,-33.4718,-8.00509,26.7742
1058,0,6.57829,3.34142,-12.8786,34.547,13.888,-4.00986,15.6584,-5.96952,-15.1539,11.3698,-6.6529,28.4615,6.57829,-3.34142,12.8786,-14.2779,-0.392935,-26.6647,30.329,-7.46636,-13.8723,-32.4562,-7.54534,25.421
1059,0,6.37313,3.28233,-12.8232,33.8055,13.8313,-3.4949,14.7721,-5.83436,-15.6184,11.0419,-6.78283,28.946,6.37313,-3.28233,12.8232,-13.4262,-0.597208,-26.114,33.4176,-7.90679,-12.2552,-31.3148,-7.05059,23.9283
1060,0,6.15614,3.21107,-12.7204,33.102,13.7239,-3.08597,14.1769,-5.74941,-15.986,10.6536,-6.89214,29.35,6.15614,-3.21107,12.7204,-12.5274,-0.814039,-25.4861,36.6102,-8.25822,-10.6515,-30.1117,-6.52861,22.3135
1061,0,5.93569,3.1256,-12.5745,32.4442,13.5673,-2.79229,13.8605,-5.70697,-16.2565,10.2019,-6.98385,29.6865,5.93569,-3.1256,12.5745,-11.5827,-1.04036,-24.7978,39.8738,-8.51529,-9.09625,-28.899,-5.98995,20.6053
1062,0,5.71494,3.03212,-12.3887,31.8341,13.3691,-2.61649,13.8133,-5.6981,-16.4126,9.68531,-7.05185,29.9344,5.71494,-3.03212,12.3887,-10.5995,-1.28,-24.0645,43.1763,-8.67627,-7.61815,-27.7084,-5.44585,18.8383
1063,0,5.5004,2.92874,-12.1685,31.279,13.1324,-2.56601,14.0268,-5.72005,-16.4433,9.11613,-7.09444,30.0891,5.5004,-2.92874,12.1685,-9.5776,-1.53002,-23.303,46.4891,-8.74569,-6.24371,-26.5595,-4.9086,17.0546
1064,0,5.29969,2.82009,-11.9197,30.7817,12.8658,-2.62391,14.4856,-5.76311,-16.326,8.50468,-7.0989,30.1053,5.29969,-2.82009,11.9197,-8.51586,-1.79436,-22.5289,49.787,-8.73064,-4.98755,-25.4563,-4.38784,15.2913
1065,0,5.11912,2.70965,-11.6493,30.347,12.5783,-2.79151,15.1726,-5.82688,-16.0556,7.87607,-7.0636,29.9772,5.11912,-2.70965,11.6493,-7.41198,-2.07593,-21.7591,53.0485,-8.64341,-3.86388,-24.3952,-3.89335,13.5877
1066,0,4.96538,2.6024,-11.3652,29.9788,12.2811,-3.04958,16.0769,-5.90878,-15.6174,7.27025,-6.97947,29.6704,4.96538,-2.6024,11.3652,-6.26274,-2.37918,-21.0079,56.2556,-8.49689,-2.87779,-23.3659,-3.43197,11.9749
1067,0,4.84687,2.50268,-11.0759,29.682,11.9856,-3.38171,17.1864,-6.00752,-14.9695,6.73578,-6.8315,29.1263,4.84687,-2.50268,11.0759,-5.05998,-2.70877,-20.2915,59.395,-8.3085,-2.02793,-22.3561,-3.00884,10.4779
1068,0,4.76876,2.41703,-10.7893,29.4619,11.7057,-3.76443,18.4891,-6.1244,-14.1319,6.32541,-6.62284,28.3487,4.76876,-2.41703,10.7893,-3.79902,-3.07055,-19.6235,62.4548,-8.09597,-1.31361,-21.3543,-2.6284,9.11897
1069,0,4.73586,2.35115,-10.5145,29.3186,11.4547,-4.18577,19.9664,-6.26285,-13.0827,6.08526,-6.34997,27.314,4.73586,-2.35115,10.5145,-2.47331,-3.46943,-19.0158,65.4269,-7.87667,-0.729669,-20.3502,-2.29309,7.91224
1070,0,4.7515,2.3117,-10.2592,29.2519,11.2466,-4.61682,21.6046,-6.42249,-11.8432,6.055,-6.01713,26.0246,4.7515,-2.3117,10.2592,-1.0777,-3.91087,-18.4767,68.3028,-7.6663,-0.274219,-19.3407,-2.00522,6.87029
1071,0,4.81753,2.30461,-10.0301,29.257,11.0929,-5.05369,23.375,-6.60773,-10.4202,6.24775,-5.63203,24.4956,4.81753,-2.30461,10.0301,0.392535,-4.39911,-18.0085,71.077,-7.47636,0.0553444,-18.3224,-1.76576,5.99991
1072,0,4.93394,2.33579,-9.83327,29.3282,11.0046,-5.49301,25.2485,-6.8251,-8.89278,6.66304,-5.22056,22.8187,4.93394,-2.33579,9.83327,1.94076,-4.93821,-17.6108,73.7441,-7.31538,0.261553,-17.2976,-1.57482,5.30378
1073,0,5.09928,2.40992,-9.6723,29.4515,10.9879,-5.94593,27.1831,-7.08046,-7.29339,7.28163,-4.79721,21.0481,5.09928,-2.40992,9.6723,3.56892,-5.53063,-17.2773,76.2987,-7.18733,0.349217,-16.271,-1.43109,4.77869
1074,0,5.31094,2.53005,-9.54902,29.6097,11.0449,-6.4107,29.1354,-7.37302,-5.71459,8.07879,-4.3866,19.2885,5.31094,-2.53005,9.54902,5.27771,-6.17726,-16.9976,78.7356,-7.09212,0.321475,-15.2503,-1.33304,4.42001
1075,0,5.56474,2.69664,-9.46375,29.7793,11.1724,-6.89818,31.05,-7.70245,-4.21168,9.01602,-4.00577,17.6212,5.56474,-2.69664,9.46375,7.06617,-6.87661,-16.7582,81.0503,-7.02619,0.187008,-14.2406,-1.27749,4.21663
1076,0,5.85543,2.90701,-9.41463,29.9357,11.3622,-7.4068,32.8862,-8.06228,-2.83299,10.0689,-3.66542,16.1038,5.85543,-2.90701,9.41463,8.93134,-7.62402,-16.5424,83.2371,-6.98237,-0.04802,-13.2509,-1.26149,4.15801
1077,0,6.17621,3.1561,-9.39892,30.0519,11.6024,-7.94824,34.5945,-8.45122,-1.61602,11.2018,-3.37709,14.7994,6.17621,-3.1561,9.39892,10.8671,-8.41255,-16.3349,85.2905,-6.9531,-0.374877,-12.2864,-1.28139,4.2309
1078,0,6.52069,3.43423,-9.41276,30.1045,11.8764,-8.51202,36.1432,-8.85761,-0.56957,12.3922,-3.14099,13.7191,6.52069,-3.43423,9.41276,12.8668,-9.22972,-16.1203,87.2034,-6.92935,-0.7866,-11.3524,-1.33376,4.42262
1079,0,6.88035,3.7298,-9.45145,30.0691,12.166,-9.08819,37.5008,-9.27131,0.29659,13.6128,-2.95927,12.8806,6.88035,-3.7298,9.45145,14.9201,-10.0606,-15.8882,88.9688,-6.90427,-1.27662,-10.4519,-1.41513,4.72034
1080,0,7.24647,4.02921,-9.50919,29.9243,12.4511,-9.66294,38.6463,-9.6804,1.00941,14.8429,-2.82523,12.2585,7.24647,-4.02921,9.50919,17.014,-10.886,-15.6286,90.5781,-6.86972,-1.8363,-9.58535,-1.52118,5.10792
1081,0,7.60881,4.31851,-9.57926,29.6557,12.7123,-10.2183,39.5738,-10.0723,1.58838,16.0681,-2.73287,11.828,7.60881,-4.31851,9.57926,19.1321,-11.6852,-15.3355,92.0212,-6.81838,-2.45561,-8.75261,-1.64702,5.56721
1082,0,7.95712,4.5838,-9.65318,29.2527,12.9304,-10.7508,40.2814,-10.4438,2.05924,17.2752,-2.67738,11.5687,7.95712,-4.5838,9.65318,21.2572,-12.4355,-15.0113,93.2882,-6.75019,-3.11959,-7.9503,-1.78617,6.0742
1083,0,8.28074,4.81453,-9.72217,28.707,13.0904,-11.2367,40.7739,-10.7781,2.43696,18.4523,-2.65175,11.4487,8.28074,-4.81453,9.72217,23.3706,-13.1167,-14.6629,94.3704,-6.66763,-3.81686,-7.17527,-1.93276,6.60723
1084,0,8.57137,5.00164,-9.77758,28.0173,13.1796,-11.6678,41.0614,-11.0683,2.73569,19.59,-2.65124,11.4463,8.57137,-5.00164,9.77758,25.4539,-13.7096,-14.2842,95.2562,-6.5585,-4.52195,-6.42448,-2.0777,7.13309
1085,0,8.82119,5.1392,-9.81004,27.1871,13.1897,-12.0469,41.1582,-11.314,2.96835,20.6817,-2.67165,11.5419,8.82119,-5.1392,9.81004,27.4928,-14.1987,-13.8964,95.9413,-6.43907,-5.22246,-5.69347,-2.21475,7.6292
1086,0,9.02689,5.2229,-9.81153,26.2219,13.1158,-12.351,41.078,-11.4976,3.13658,21.7178,-2.70647,11.7047,9.02689,-5.2229,9.81153,29.4722,-14.5714,-13.4989,96.4159,-6.30167,-5.89253,-4.98064,-2.33535,8.06473
1087,0,9.18653,5.25204,-9.77565,25.1343,12.958,-12.5979,40.8381,-11.6278,3.24811,22.6902,-2.75368,11.9251,9.18653,-5.25204,9.77565,31.3854,-14.8205,-13.1055,96.6804,-6.15549,-6.52114,-4.28376,-2.43459,8.42243
1088,0,9.30341,5.22656,-9.69652,23.9375,12.7188,-12.7725,40.4534,-11.6918,3.3028,23.5888,-2.80717,12.1744,9.30341,-5.22656,9.69652,33.2273,-14.9409,-12.7315,96.7321,-6.01164,-7.09958,-3.60426,-2.50892,8.6899
1089,0,9.38229,5.14746,-9.57088,22.6477,12.4033,-12.8768,39.9391,-11.6892,3.30502,24.4024,-2.86271,12.4327,9.38229,-5.14746,9.57088,34.9954,-14.9311,-12.3921,96.5719,-5.88137,-7.62754,-2.94329,-2.55794,8.86607
1090,0,9.43107,5.01699,-9.39528,21.2821,12.0189,-12.9146,39.3075,-11.6206,3.24881,25.1205,-2.91839,12.6912,9.43107,-5.01699,9.39528,36.6908,-14.791,-12.0974,96.2019,-5.77416,-8.10883,-2.30228,-2.58334,8.95729
1091,0,9.45791,4.83747,-9.16824,19.8569,11.573,-12.8951,38.5691,-11.4903,3.13378,25.7317,-2.97254,12.9421,9.45791,-4.83747,9.16824,38.3117,-14.5223,-11.8428,95.6219,-5.68423,-8.54597,-1.6848,-2.58808,8.97432
1092,0,9.47135,4.61181,-8.8884,18.3836,11.074,-12.8119,37.7294,-11.2933,2.95126,26.2209,-3.02342,13.1773,9.47135,-4.61181,8.8884,39.8591,-14.1282,-11.6581,94.8361,-5.64285,-8.95657,-1.09351,-2.57911,8.94209
1093,0,9.47896,4.34342,-8.55415,16.8738,10.5301,-12.6826,36.7927,-11.0393,2.69474,26.5772,-3.07312,13.4066,9.47896,-4.34342,8.55415,41.3298,-13.6124,-11.5273,93.845,-5.63705,-9.34468,-0.531027,-2.56187,8.88019
1094,0,9.48722,4.0358,-8.16474,15.3343,9.94842,-12.5189,35.7593,-10.733,2.35445,26.7872,-3.12433,13.6425,9.48722,-4.0358,8.16474,42.7196,-12.9797,-11.4689,92.6493,-5.68824,-9.71705,0.00119922,-2.54265,8.81116
1095,0,9.50056,3.69328,-7.7195,13.7688,9.33637,-12.3355,34.6286,-10.3809,1.92399,26.8377,-3.18028,13.8996,9.50056,-3.69328,7.7195,44.0214,-12.2358,-11.4749,91.2498,-5.79322,-10.0711,0.501534,-2.52624,8.75217
1096,0,9.52121,3.32045,-7.21785,12.1786,8.70109,-12.1496,33.3998,-9.99085,1.39604,26.7173,-3.24544,14.1983,9.52121,-3.32045,7.21785,45.2277,-11.3872,-11.5492,89.6483,-5.96146,-10.4087,0.96836,-2.51879,8.72538
1097,0,9.54966,2.92215,-6.65952,10.5634,8.05025,-11.979,32.0729,-9.57076,0.765197,26.414,-3.32413,14.558,9.54966,-2.92215,6.65952,46.3296,-10.4414,-11.6897,87.8475,-6.19615,-10.7193,1.403,-2.52344,8.7421
1098,0,9.58531,2.50367,-6.04596,8.92281,7.39159,-11.8399,30.6505,-9.12821,0.0267726,25.9183,-3.42131,15.0005,9.58531,-2.50367,6.04596,47.3144,-9.40679,-11.8812,85.8456,-6.48668,-10.9791,1.80498,-2.53947,8.7997
1099,0,9.62572,2.07046,-5.37883,7.25679,6.73371,-11.7502,29.1383,-8.67234,-0.818052,25.2202,-3.54114,15.5436,9.62572,-2.07046,5.37883,48.1712,-8.29326,-12.1195,83.6436,-6.83321,-11.1773,2.17445,-2.56936,8.90709
1100,0,9.66777,1.6276,-4.66224,5.565,6.08517,-11.7211,27.5445,-8.20996,-1.77077,24.3124,-3.68794,16.205,9.66777,-1.6276,4.66224,48.8895,-7.11202,-12.3878,81.2439,-7.22205,-11.307,2.51358,-2.61576,9.07365
1101,0,9.70824,1.18079,-3.90092,3.85017,5.45603,-11.7669,25.8812,-7.751,-2.82552,23.1867,-3.86553,16.999,9.70824,-1.18079,3.90092,49.4611,-5.87554,-12.6732,78.6519,-7.64274,-11.352,2.8297,-2.67778,9.29602
1102,0,9.74348,0.733795,-3.10116,2.11561,4.85356,-11.8965,24.164,-7.30246,-3.97476,21.8363,-4.07681,17.9347,9.74348,-0.733795,3.10116,49.8766,-4.59732,-12.9663,75.8713,-8.08403,-11.298,3.12691,-2.7543,9.56997
1103,0,9.76972,0.291407,-2.27035,0.366542,4.28669,-12.1171,22.4108,-6.87234,-5.20677,20.2545,-4.32381,19.0159,9.76972,-0.291407,2.27035,50.1282,-3.29254,-13.2397,72.9067,-8.51731,-11.1615,3.41597,-2.85044,9.91354
1104,0,9.78399,-0.143589,-1.41701,-1.38888,3.76103,-12.4342,20.6439,-6.46712,-6.50385,18.4353,-4.60702,20.2381,9.78399,0.143589,1.41701,50.2123,-1.97707,-13.4819,69.7691,-8.92596,-10.9481,3.70062,-2.96697,10.329
1105,0,9.78361,-0.568529,-0.549925,-3.14055,3.28125,-12.8497,18.8881,-6.09263,-7.84747,16.3727,-4.92585,21.5909,9.78361,0.568529,0.549925,50.1269,-0.668019,-13.6851,66.4726,-9.29482,-10.667,3.99656,-3.10495,10.8193
1106,0,9.767,-0.981627,0.321866,-4.87551,2.84964,-13.3641,17.1719,-5.75293,-9.21222,14.0644,-5.27694,23.0511,9.767,0.981627,-0.321866,49.873,0.617387,-13.8324,63.0347,-9.59853,-10.3368,4.3143,-3.26521,11.3869
